Country,State,Year,Month,Name Of The Fertilizer Used,Required Fertilizer Quantity (UOM:MT(Metrictonne)),Available Fertilizer Quantity (UOM:MT(Metrictonne))
India,Tripura,"Financial Year (Apr - Mar), 2012","October, 2012",Triple superphosphate,0.000,0.000
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2013","August, 2013",Monoammonium Phosphate,0.000,0.000
India,Tripura,"Financial Year (Apr - Mar), 2013","March, 2014",Triple superphosphate,0.000,0.000
India,Sikkim,"Financial Year (Apr - Mar), 2014","January, 2015",Single super Phosphate,0.000,0.000
India,Uttarakhand,"Financial Year (Apr - Mar), 2014","December, 2014",Diammonium Phosphate,1000.000,3390.600
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2014","April, 2014",Diammonium Phosphate,0.000,29.350
India,Tripura,"Financial Year (Apr - Mar), 2014","February, 2015",Triple superphosphate,0.000,0.000
India,Tripura,"Financial Year (Apr - Mar), 2013","August, 2013",Single super Phosphate,2600.000,23.250
India,Sikkim,"Financial Year (Apr - Mar), 2012","September, 2012",Diammonium Phosphate,0.000,0.000
India,West Bengal,"Financial Year (Apr - Mar), 2014","October, 2014",UREA,130600.000,51596.760
India,West Bengal,"Financial Year (Apr - Mar), 2012","October, 2012",Triple superphosphate,0.000,7377.550
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2013","September, 2013",Single super Phosphate,60000.000,11010.100
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2012","October, 2012","nitrogen, phosphorus, and potassium",0.000,0.000
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2014","August, 2014",Triple superphosphate,0.000,0.000
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2013","September, 2013",Monoammonium Phosphate,0.000,0.000
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2013","May, 2013",UREA,475000.000,55756.200
India,Telangana,"Financial Year (Apr - Mar), 2014","April, 2014",Single super Phosphate,0.000,0.000
India,West Bengal,"Financial Year (Apr - Mar), 2015","January, 2016","nitrogen, phosphorus, and potassium",125000.000,26729.870
India,Tamil Nadu,"Financial Year (Apr - Mar), 2015","December, 2015",Monoammonium Phosphate,0.000,0.000
India,Sikkim,"Financial Year (Apr - Mar), 2015","January, 2016","nitrogen, phosphorus, and potassium",0.000,0.000
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2012","September, 2012",Muriate of Potash (MOP) or Potassium Chloride,15000.000,7455.650
India,Sikkim,"Financial Year (Apr - Mar), 2016","December, 2016",Diammonium Phosphate,0.000,0.000
India,Uttarakhand,"Financial Year (Apr - Mar), 2014","January, 2015",UREA,10000.000,6328.300
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2015","December, 2015",Monoammonium Phosphate,0.000,0.000
India,Sikkim,"Financial Year (Apr - Mar), 2012","October, 2012",Monoammonium Phosphate,0.000,0.000
India,West Bengal,"Financial Year (Apr - Mar), 2014","November, 2014",UREA,118800.000,30531.690
India,West Bengal,"Financial Year (Apr - Mar), 2013","July, 2013",Triple superphosphate,0.000,7377.550
India,Tamil Nadu,"Financial Year (Apr - Mar), 2013","January, 2014",Triple superphosphate,0.000,0.000
India,Sikkim,"Financial Year (Apr - Mar), 2013","May, 2013","nitrogen, phosphorus, and potassium",0.000,0.000
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2015","September, 2015","nitrogen, phosphorus, and potassium",100000.000,32670.200
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2013","January, 2014",Monoammonium Phosphate,0.000,0.000
India,Tamil Nadu,"Financial Year (Apr - Mar), 2016","December, 2016",Triple superphosphate,0.000,0.000
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2013","July, 2013",Muriate of Potash (MOP) or Potassium Chloride,7.000,0.000
India,West Bengal,"Financial Year (Apr - Mar), 2013","November, 2013",Triple superphosphate,0.000,7377.550
India,West Bengal,"Financial Year (Apr - Mar), 2015","December, 2015",Diammonium Phosphate,26200.000,18010.440
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2013","June, 2013","nitrogen, phosphorus, and potassium",20000.000,48372.650
India,Tamil Nadu,"Financial Year (Apr - Mar), 2015","March, 2016","nitrogen, phosphorus, and potassium",0.000,17503.670
India,Tripura,"Financial Year (Apr - Mar), 2014","July, 2014","nitrogen, phosphorus, and potassium",0.000,3.750
India,Tamil Nadu,"Financial Year (Apr - Mar), 2013","May, 2013",Monoammonium Phosphate,0.000,0.000
India,Tamil Nadu,"Financial Year (Apr - Mar), 2015","March, 2016",Muriate of Potash (MOP) or Potassium Chloride,0.000,7065.500
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2013","February, 2014",Monoammonium Phosphate,0.000,0.000
India,Uttarakhand,"Financial Year (Apr - Mar), 2014","January, 2015",Triple superphosphate,0.000,0.000
India,Uttarakhand,"Financial Year (Apr - Mar), 2014","December, 2014","nitrogen, phosphorus, and potassium",0.000,3272.950
India,Uttarakhand,"Financial Year (Apr - Mar), 2014","December, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.000,0.000
India,Tamil Nadu,"Financial Year (Apr - Mar), 2015","January, 2016",Triple superphosphate,0.000,0.000
India,Tamil Nadu,"Financial Year (Apr - Mar), 2015","August, 2015",UREA,0.000,1336.430
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2015","March, 2016",Diammonium Phosphate,0.000,42331.650
India,Tripura,"Financial Year (Apr - Mar), 2013","November, 2013",Monoammonium Phosphate,0.000,0.000
India,Telangana,"Financial Year (Apr - Mar), 2014","May, 2014","nitrogen, phosphorus, and potassium",80000.000,41914.590
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2012","May, 2012",UREA,10.000,0.000
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2014","April, 2014",UREA,750000.000,30822.400
India,Telangana,"Financial Year (Apr - Mar), 2012","August, 2012",Triple superphosphate,0.000,0.828
India,Telangana,"Financial Year (Apr - Mar), 2013","July, 2013",Triple superphosphate,0.000,0.000
India,West Bengal,"Financial Year (Apr - Mar), 2012","April, 2012",Triple superphosphate,0.000,7377.550
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2012","May, 2012",Monoammonium Phosphate,0.000,0.000
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2015","December, 2015",UREA,0.000,33169.700
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2013","October, 2013",Diammonium Phosphate,160.000,10.050
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2013","March, 2014",Triple superphosphate,0.000,16125.250
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2014","August, 2014",Monoammonium Phosphate,0.000,0.000
India,Tripura,"Financial Year (Apr - Mar), 2014","June, 2014",UREA,0.000,0.000
India,Telangana,"Financial Year (Apr - Mar), 2014","January, 2015",Triple superphosphate,0.000,0.000
India,Tripura,"Financial Year (Apr - Mar), 2015","November, 2015","nitrogen, phosphorus, and potassium",0.000,0.000
India,Telangana,"Financial Year (Apr - Mar), 2012","April, 2012","nitrogen, phosphorus, and potassium",76306.061,73847.806
India,West Bengal,"Financial Year (Apr - Mar), 2014","August, 2014",UREA,58000.000,31973.230
India,West Bengal,"Financial Year (Apr - Mar), 2014","November, 2014",Single super Phosphate,44800.000,0.000
India,Tamil Nadu,"Financial Year (Apr - Mar), 2014","December, 2014",Diammonium Phosphate,47000.000,22458.350
India,West Bengal,"Financial Year (Apr - Mar), 2015","January, 2016",Monoammonium Phosphate,0.000,0.000
India,Uttarakhand,"Financial Year (Apr - Mar), 2014","June, 2014",Diammonium Phosphate,0.000,3036.500
India,Sikkim,"Financial Year (Apr - Mar), 2016","January, 2017",UREA,0.000,0.000
India,Telangana,"Financial Year (Apr - Mar), 2013","December, 2013",Triple superphosphate,0.000,0.000
India,Tamil Nadu,"Financial Year (Apr - Mar), 2015","February, 2016",UREA,0.000,267.710
India,Uttarakhand,"Financial Year (Apr - Mar), 2013","April, 2013",Diammonium Phosphate,2000.000,2563.950
India,Puducherry,"Financial Year (Apr - Mar), 2015","December, 2015",UREA,0.000,0.850
India,Karnataka,"Financial Year (Apr - Mar), 2015","August, 2015",Muriate of Potash (MOP) or Potassium Chloride,45000.000,35005.900
India,Maharashtra,"Financial Year (Apr - Mar), 2012","November, 2012",Monoammonium Phosphate,0.000,12666.750
India,Kerala,"Financial Year (Apr - Mar), 2012","May, 2012",Diammonium Phosphate,1500.000,440.900
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2012","June, 2012",Monoammonium Phosphate,0.000,0.000
India,Goa,"Financial Year (Apr - Mar), 2013","March, 2014",Monoammonium Phosphate,0.000,0.000
India,Odisha,"Financial Year (Apr - Mar), 2015","August, 2015",Triple superphosphate,0.000,0.000
India,Meghalaya,"Financial Year (Apr - Mar), 2015","October, 2015",Monoammonium Phosphate,0.000,0.000
India,Maharashtra,"Financial Year (Apr - Mar), 2015","February, 2016",Single super Phosphate,0.000,0.000
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2013","March, 2014",UREA,315120.000,44121.100
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2014","April, 2014",Diammonium Phosphate,0.000,1315.969
India,Mizoram,"Financial Year (Apr - Mar), 2015","September, 2015","nitrogen, phosphorus, and potassium",0.000,0.000
India,Goa,"Financial Year (Apr - Mar), 2014","February, 2015","nitrogen, phosphorus, and potassium",120.000,48.500
India,Puducherry,"Financial Year (Apr - Mar), 2015","December, 2015",Triple superphosphate,0.000,0.000
India,Karnataka,"Financial Year (Apr - Mar), 2015","November, 2015",Single super Phosphate,20000.000,0.000
India,Punjab,"Financial Year (Apr - Mar), 2013","August, 2013",Single super Phosphate,5000.000,3412.050
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2014","September, 2014",Monoammonium Phosphate,0.000,0.000
India,Bihar,"Financial Year (Apr - Mar), 2016","January, 2017",Muriate of Potash (MOP) or Potassium Chloride,0.000,33884.600
India,Maharashtra,"Financial Year (Apr - Mar), 2013","October, 2013",Triple superphosphate,0.000,0.000
India,Karnataka,"Financial Year (Apr - Mar), 2014","March, 2015",UREA,95000.000,58489.790
India,Goa,"Financial Year (Apr - Mar), 2013","April, 2013",UREA,500.000,21.000
India,Lakshadweep,"Financial Year (Apr - Mar), 2012","October, 2012","nitrogen, phosphorus, and potassium",0.000,0.000
India,Ladakh,"Financial Year (Apr - Mar), 2013","December, 2013","nitrogen, phosphorus, and potassium",0.000,0.000
India,Goa,"Financial Year (Apr - Mar), 2015","October, 2015",Triple superphosphate,0.000,0.000
India,Chandigarh,"Financial Year (Apr - Mar), 2015","October, 2015",Muriate of Potash (MOP) or Potassium Chloride,0.000,0.000
India,Nagaland,"Financial Year (Apr - Mar), 2015","February, 2016",Triple superphosphate,0.000,0.000
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2016","January, 2017",Muriate of Potash (MOP) or Potassium Chloride,0.000,3352.901
India,Kerala,"Financial Year (Apr - Mar), 2015","September, 2015",Diammonium Phosphate,0.000,534.650
India,Jharkhand,"Financial Year (Apr - Mar), 2013","November, 2013",Diammonium Phosphate,7500.000,6440.750
India,Chandigarh,"Financial Year (Apr - Mar), 2012","July, 2012",Muriate of Potash (MOP) or Potassium Chloride,0.000,0.000
India,Maharashtra,"Financial Year (Apr - Mar), 2015","October, 2015",Triple superphosphate,0.000,0.000
India,Haryana,"Financial Year (Apr - Mar), 2014","July, 2014",Triple superphosphate,0.000,0.000
India,Mizoram,"Financial Year (Apr - Mar), 2013","January, 2014",Diammonium Phosphate,80.000,0.000
India,Gujarat,"Financial Year (Apr - Mar), 2015","March, 2016",Diammonium Phosphate,0.000,6975.870
India,Haryana,"Financial Year (Apr - Mar), 2013","January, 2014",Monoammonium Phosphate,0.000,0.000
India,Assam,"Financial Year (Apr - Mar), 2015","July, 2015",UREA,0.000,2479.200
India,Mizoram,"Financial Year (Apr - Mar), 2016","February, 2017",Single super Phosphate,0.000,0.000
India,Nagaland,"Financial Year (Apr - Mar), 2013","December, 2013","nitrogen, phosphorus, and potassium",35.000,0.000
India,Jharkhand,"Financial Year (Apr - Mar), 2014","June, 2014",Triple superphosphate,0.000,0.000
India,Meghalaya,"Financial Year (Apr - Mar), 2012","May, 2012","nitrogen, phosphorus, and potassium",40.000,0.000
India,Karnataka,"Financial Year (Apr - Mar), 2012","June, 2012",UREA,80000.000,27462.540
India,Meghalaya,"Financial Year (Apr - Mar), 2013","August, 2013",Monoammonium Phosphate,0.000,0.000
India,Karnataka,"Financial Year (Apr - Mar), 2016","January, 2017",Triple superphosphate,0.000,11884.850
India,Chhattisgarh,"Financial Year (Apr - Mar), 2013","August, 2013","nitrogen, phosphorus, and potassium",18000.000,15917.250
India,Kerala,"Financial Year (Apr - Mar), 2014","August, 2014",Monoammonium Phosphate,0.000,0.000
India,Gujarat,"Financial Year (Apr - Mar), 2013","November, 2013",Triple superphosphate,0.000,6313.850
India,Ladakh,"Financial Year (Apr - Mar), 2014","April, 2014",Triple superphosphate,0.000,0.000
India,Bihar,"Financial Year (Apr - Mar), 2015","November, 2015",UREA,0.000,5321.150
India,Maharashtra,"Financial Year (Apr - Mar), 2012","April, 2012",Triple superphosphate,0.000,0.000
India,Ladakh,"Financial Year (Apr - Mar), 2014","January, 2015",UREA,181.341,95.998
India,Ladakh,"Financial Year (Apr - Mar), 2014","November, 2014","nitrogen, phosphorus, and potassium",0.000,0.000
India,Meghalaya,"Financial Year (Apr - Mar), 2015","August, 2015",UREA,0.000,0.000
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2015","September, 2015",Muriate of Potash (MOP) or Potassium Chloride,0.000,0.000
India,Delhi,"Financial Year (Apr - Mar), 2014","December, 2014",Muriate of Potash (MOP) or Potassium Chloride,50.000,0.000
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012","April, 2012",Muriate of Potash (MOP) or Potassium Chloride,1230.000,15064.850
India,Gujarat,"Financial Year (Apr - Mar), 2014","January, 2015","nitrogen, phosphorus, and potassium",57400.000,24773.280
India,Punjab,"Financial Year (Apr - Mar), 2013","October, 2013","nitrogen, phosphorus, and potassium",4000.000,1728.050
India,Maharashtra,"Financial Year (Apr - Mar), 2013","January, 2014",Muriate of Potash (MOP) or Potassium Chloride,48000.000,85582.500
India,Meghalaya,"Financial Year (Apr - Mar), 2014","November, 2014",Diammonium Phosphate,0.000,150.000
India,Puducherry,"Financial Year (Apr - Mar), 2015","August, 2015","nitrogen, phosphorus, and potassium",0.000,636.800
India,Mizoram,"Financial Year (Apr - Mar), 2013","March, 2014",Monoammonium Phosphate,0.000,0.000
India,Maharashtra,"Financial Year (Apr - Mar), 2013","April, 2013",Diammonium Phosphate,80500.000,63099.640
India,Ladakh,"Financial Year (Apr - Mar), 2013","March, 2014",Muriate of Potash (MOP) or Potassium Chloride,146.533,83.896
India,Bihar,"Financial Year (Apr - Mar), 2014","January, 2015","nitrogen, phosphorus, and potassium",45000.000,12783.500
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2014","June, 2014","nitrogen, phosphorus, and potassium",0.000,39462.050
India,Chhattisgarh,"Financial Year (Apr - Mar), 2015","November, 2015",UREA,0.000,5803.550
India,Ladakh,"Financial Year (Apr - Mar), 2012","November, 2012",Monoammonium Phosphate,0.000,0.000
India,Kerala,"Financial Year (Apr - Mar), 2015","November, 2015",Diammonium Phosphate,0.000,3572.350
India,Meghalaya,"Financial Year (Apr - Mar), 2015","January, 2016",Muriate of Potash (MOP) or Potassium Chloride,0.000,0.000
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2015","December, 2015",Monoammonium Phosphate,0.000,0.000
India,Goa,"Financial Year (Apr - Mar), 2014","May, 2014",Single super Phosphate,0.000,0.000
India,Kerala,"Financial Year (Apr - Mar), 2016","February, 2017",Diammonium Phosphate,0.000,3438.150
India,Puducherry,"Financial Year (Apr - Mar), 2014","October, 2014","nitrogen, phosphorus, and potassium",0.000,60.000
India,Chandigarh,"Financial Year (Apr - Mar), 2013","July, 2013",Diammonium Phosphate,0.000,0.000
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2014","November, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.000,0.000
India,Chandigarh,"Financial Year (Apr - Mar), 2012","November, 2012",Muriate of Potash (MOP) or Potassium Chloride,0.000,0.000
India,Meghalaya,"Financial Year (Apr - Mar), 2014","October, 2014",Monoammonium Phosphate,0.000,0.000
India,Jharkhand,"Financial Year (Apr - Mar), 2015","July, 2015",Muriate of Potash (MOP) or Potassium Chloride,0.000,0.000
India,Karnataka,"Financial Year (Apr - Mar), 2016","January, 2017",UREA,130000.000,16129.310
India,Delhi,"Financial Year (Apr - Mar), 2016","January, 2017","nitrogen, phosphorus, and potassium",0.000,0.000
India,Jharkhand,"Financial Year (Apr - Mar), 2015","July, 2015",Single super Phosphate,0.000,0.000
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2013","November, 2013","nitrogen, phosphorus, and potassium",22000.000,23062.900
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2015","March, 2016",Muriate of Potash (MOP) or Potassium Chloride,0.000,19299.150
India,Delhi,"Financial Year (Apr - Mar), 2014","January, 2015",Muriate of Potash (MOP) or Potassium Chloride,600.000,0.000
India,Chandigarh,"Financial Year (Apr - Mar), 2013","July, 2013",UREA,0.000,0.000
India,Chandigarh,"Financial Year (Apr - Mar), 2013","December, 2013",Triple superphosphate,0.000,0.000
India,Chandigarh,"Financial Year (Apr - Mar), 2012","June, 2012",Diammonium Phosphate,0.000,0.000
India,Punjab,"Financial Year (Apr - Mar), 2013","February, 2014",Monoammonium Phosphate,0.000,0.000
India,Odisha,"Financial Year (Apr - Mar), 2014","February, 2015",UREA,24570.000,22151.550
India,Odisha,"Financial Year (Apr - Mar), 2014","September, 2014",Monoammonium Phosphate,0.000,0.000
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012","August, 2012",Monoammonium Phosphate,0.000,6418.150
India,Haryana,"Financial Year (Apr - Mar), 2012","October, 2012",Monoammonium Phosphate,0.000,3179.950
